ลำดับ,Username,ชื่อ-นามสกุล,วันเวลาที่เข้าสู่ระบบ,สถานะ,ช่องทาง
1403,numberone,number one,02/08/2023 04:32:52,สำเร็จ,
1404,numberone,number one,02/08/2023 04:32:50,สำเร็จ,
1405,numberone,number one,02/08/2023 04:32:38,สำเร็จ,
1406,numberone,number one,02/08/2023 04:32:36,สำเร็จ,
1407,numberone,number one,02/08/2023 04:32:34,สำเร็จ,
1408,numberone,number one,02/08/2023 04:32:31,สำเร็จ,
1409,numberone,number one,02/08/2023 04:32:30,สำเร็จ,
1410,numberone,number one,02/08/2023 04:32:27,สำเร็จ,
1411,numberone,number one,02/08/2023 04:32:24,สำเร็จ,
1412,numberone,number one,02/08/2023 04:32:24,สำเร็จ,
1413,numberone,number one,02/08/2023 04:32:23,สำเร็จ,
1414,numberone,number one,02/08/2023 04:32:21,สำเร็จ,Portal สปส.
1415,numberone,number one,02/08/2023 04:32:17,สำเร็จ,
1416,numberone,number one,02/08/2023 04:32:16,สำเร็จ,
1417,numberone,number one,02/08/2023 04:32:14,สำเร็จ,
1418,numberone,number one,02/08/2023 04:32:12,สำเร็จ,
1419,numberone,number one,02/08/2023 04:32:10,สำเร็จ,
1420,numberone,number one,02/08/2023 04:32:01,สำเร็จ,
1421,numberone,number one,02/08/2023 04:32:01,สำเร็จ,
1422,numberone,number one,02/08/2023 04:31:57,สำเร็จ,
1423,numberone,number one,02/08/2023 04:31:42,สำเร็จ,
1424,numberone,number one,02/08/2023 04:31:38,สำเร็จ,
1425,numberone,number one,02/08/2023 04:31:34,สำเร็จ,
1426,numberone,number one,02/08/2023 04:31:32,สำเร็จ,
1427,numberone,number one,02/08/2023 04:31:28,สำเร็จ,
1428,numberone,number one,02/08/2023 04:31:25,สำเร็จ,
1429,numberone,number one,02/08/2023 04:31:25,สำเร็จ,
1430,numberone,number one,02/08/2023 04:31:21,สำเร็จ,
1431,numberone,number one,02/08/2023 04:31:19,สำเร็จ,
1432,numberone,number one,02/08/2023 04:31:14,สำเร็จ,
1433,numberone,number one,02/08/2023 04:31:12,สำเร็จ,
1434,numberone,number one,02/08/2023 04:31:10,สำเร็จ,
1435,numberone,number one,02/08/2023 04:31:04,สำเร็จ,
1436,numberone,number one,02/08/2023 04:31:00,สำเร็จ,
1437,numberone,number one,02/08/2023 04:30:58,สำเร็จ,
1438,numberone,number one,02/08/2023 04:30:56,สำเร็จ,
1439,numberone,number one,02/08/2023 04:30:55,สำเร็จ,
1440,numberone,number one,02/08/2023 04:30:51,สำเร็จ,
1441,numberone,number one,02/08/2023 04:30:49,สำเร็จ,
1442,numberone,number one,02/08/2023 04:30:44,สำเร็จ,
1443,numberone,number one,02/08/2023 04:30:42,สำเร็จ,
1444,numberone,number one,02/08/2023 04:30:03,สำเร็จ,
1445,ggwp,man asdf1223,02/08/2023 04:28:02,สำเร็จ,Portal รพ.
1446,numberone,number one,02/08/2023 04:27:46,สำเร็จ,
1447,numberone,number one,02/08/2023 04:27:46,สำเร็จ,
1448,numberone,number one,02/08/2023 04:26:57,สำเร็จ,
1449,numberone,number one,02/08/2023 04:26:55,สำเร็จ,
1450,numberone,number one,02/08/2023 04:26:25,สำเร็จ,
1451,numberone,number one,02/08/2023 04:26:22,สำเร็จ,
1452,numberone,number one,02/08/2023 04:25:52,สำเร็จ,
1453,numberone,number one,02/08/2023 04:25:18,สำเร็จ,
1454,numberone,number one,02/08/2023 04:24:40,สำเร็จ,
1455,numberone,number one,02/08/2023 04:24:40,สำเร็จ,
1456,numberone,number one,02/08/2023 04:24:39,สำเร็จ,
1457,numberone,number one,02/08/2023 04:24:38,สำเร็จ,
1458,numberone,number one,02/08/2023 04:24:38,สำเร็จ,
1459,numberone,number one,02/08/2023 04:24:37,สำเร็จ,
1460,numberone,number one,02/08/2023 04:24:36,สำเร็จ,
1461,numberone,number one,02/08/2023 04:24:35,สำเร็จ,
1462,numberone,number one,02/08/2023 04:24:35,สำเร็จ,
1463,numberone,number one,02/08/2023 04:24:35,สำเร็จ,
1464,numberone,number one,02/08/2023 04:24:34,สำเร็จ,
1465,numberone,number one,02/08/2023 04:24:33,สำเร็จ,
1466,numberone,number one,02/08/2023 04:24:32,สำเร็จ,
1467,numberone,number one,02/08/2023 04:24:31,สำเร็จ,
1468,numberone,number one,02/08/2023 04:24:31,สำเร็จ,
1469,numberone,number one,02/08/2023 04:24:29,สำเร็จ,
1470,numberone,number one,02/08/2023 04:24:28,สำเร็จ,
1471,numberone,number one,02/08/2023 04:24:27,สำเร็จ,
1472,numberone,number one,02/08/2023 04:24:26,สำเร็จ,
1473,numberone,number one,02/08/2023 04:24:23,สำเร็จ,
1474,numberone,number one,02/08/2023 04:24:05,สำเร็จ,
1475,numberone,number one,02/08/2023 04:24:03,สำเร็จ,
1476,numberone,number one,02/08/2023 04:24:00,สำเร็จ,
1477,numberone,number one,02/08/2023 04:23:38,สำเร็จ,
1478,numberone,number one,02/08/2023 04:23:37,สำเร็จ,
1479,numberone,number one,02/08/2023 04:23:23,สำเร็จ,
1480,numberone,number one,02/08/2023 04:23:04,สำเร็จ,
1481,numberone,number one,02/08/2023 04:23:02,สำเร็จ,
1482,numberone,number one,02/08/2023 04:22:47,สำเร็จ,
1483,numberone,number one,02/08/2023 04:22:45,สำเร็จ,
1484,numberone,number one,02/08/2023 04:22:42,สำเร็จ,
1485,numberone,number one,02/08/2023 04:22:26,สำเร็จ,
1486,numberone,number one,02/08/2023 04:22:25,สำเร็จ,
1487,numberone,number one,02/08/2023 04:22:23,สำเร็จ,
1488,numberone,number one,02/08/2023 04:22:19,สำเร็จ,
1489,numberone,number one,02/08/2023 04:22:18,สำเร็จ,
1490,numberone,number one,02/08/2023 04:22:18,สำเร็จ,
1491,numberone,number one,02/08/2023 04:22:16,สำเร็จ,
1492,numberone,number one,02/08/2023 04:22:15,สำเร็จ,
1493,numberone,number one,02/08/2023 04:20:20,สำเร็จ,
1494,numberone,number one,02/08/2023 04:19:56,สำเร็จ,
1495,numberone,number one,02/08/2023 04:13:04,สำเร็จ,
1496,numberone,number one,02/08/2023 04:12:55,สำเร็จ,
1497,numberone,number one,02/08/2023 04:12:49,สำเร็จ,
1498,numberone,number one,02/08/2023 04:12:40,สำเร็จ,
1499,numberone,number one,02/08/2023 04:12:22,สำเร็จ,
1500,numberone,number one,02/08/2023 04:12:19,สำเร็จ,
1501,numberone,number one,02/08/2023 04:09:19,สำเร็จ,
1502,numberone,number one,02/08/2023 04:09:18,สำเร็จ,
1503,numberone,number one,02/08/2023 04:07:55,สำเร็จ,
1504,numberone,number one,02/08/2023 04:07:51,สำเร็จ,
1505,numberone,number one,02/08/2023 04:07:30,สำเร็จ,
1506,numberone,number one,02/08/2023 04:07:28,สำเร็จ,
1507,numberone,number one,02/08/2023 04:07:19,สำเร็จ,
1508,numberone,number one,02/08/2023 04:07:10,สำเร็จ,
1509,numberone,number one,02/08/2023 04:07:08,สำเร็จ,
1510,numberone,number one,02/08/2023 04:06:54,สำเร็จ,
1511,numberone,number one,02/08/2023 04:06:49,สำเร็จ,
1512,numberone,number one,02/08/2023 04:06:44,สำเร็จ,
1513,numberone,number one,02/08/2023 04:06:40,สำเร็จ,
1514,numberone,number one,02/08/2023 04:06:37,สำเร็จ,
1515,numberone,number one,02/08/2023 04:06:35,สำเร็จ,
1516,numberone,number one,02/08/2023 04:06:12,สำเร็จ,
1517,numberone,number one,02/08/2023 04:04:51,สำเร็จ,
1518,numberone,number one,02/08/2023 04:04:48,สำเร็จ,
1519,numberone,number one,02/08/2023 04:04:17,สำเร็จ,
1520,numberone,number one,02/08/2023 04:03:25,สำเร็จ,
1521,numberone,number one,02/08/2023 04:03:23,สำเร็จ,
1522,numberone,number one,02/08/2023 04:03:19,สำเร็จ,
1523,numberone,number one,02/08/2023 04:02:42,สำเร็จ,
1524,numberone,number one,02/08/2023 04:02:37,สำเร็จ,
1525,numberone,number one,02/08/2023 04:02:35,สำเร็จ,
1526,numberone,number one,02/08/2023 04:02:21,สำเร็จ,
1527,numberone,number one,02/08/2023 04:02:09,สำเร็จ,
1528,numberone,number one,02/08/2023 04:02:02,สำเร็จ,
1529,numberone,number one,02/08/2023 04:02:00,สำเร็จ,
1530,numberone,number one,02/08/2023 04:01:57,สำเร็จ,
1531,numberone,number one,02/08/2023 04:01:56,สำเร็จ,
1532,numberone,number one,02/08/2023 04:01:54,สำเร็จ,
1533,numberone,number one,02/08/2023 04:01:52,สำเร็จ,
1534,numberone,number one,02/08/2023 04:01:51,สำเร็จ,
1535,numberone,number one,02/08/2023 04:01:24,สำเร็จ,Portal สปส.
1536,numberone,number one,02/08/2023 04:00:53,สำเร็จ,
1537,numberone,number one,02/08/2023 04:00:46,สำเร็จ,
1538,numberone,number one,02/08/2023 04:00:44,สำเร็จ,
1539,numberone,number one,02/08/2023 04:00:40,สำเร็จ,
1540,numberone,number one,02/08/2023 04:00:39,สำเร็จ,
1541,numberone,number one,02/08/2023 04:00:37,สำเร็จ,
1542,numberone,number one,02/08/2023 04:00:23,สำเร็จ,
1543,numberone,number one,02/08/2023 04:00:23,สำเร็จ,
1544,numberone,number one,02/08/2023 04:00:21,สำเร็จ,
1545,numberone,number one,02/08/2023 04:00:13,สำเร็จ,
1546,numberone,number one,02/08/2023 04:00:06,สำเร็จ,
1547,numberone,number one,02/08/2023 04:00:04,สำเร็จ,
1548,numberone,number one,02/08/2023 03:59:59,สำเร็จ,
1549,numberone,number one,02/08/2023 03:59:57,สำเร็จ,
1550,numberone,number one,02/08/2023 03:59:53,สำเร็จ,
1551,numberone,number one,02/08/2023 03:59:50,สำเร็จ,
1552,numberone,number one,02/08/2023 03:59:43,สำเร็จ,
1553,numberone,number one,02/08/2023 03:59:42,สำเร็จ,
1554,numberone,number one,02/08/2023 03:59:37,สำเร็จ,
1555,numberone,number one,02/08/2023 03:59:20,สำเร็จ,Portal สปส.
1556,numberone,number one,02/08/2023 03:58:58,สำเร็จ,
1557,numberone,number one,02/08/2023 03:58:56,สำเร็จ,
1558,numberone,number one,02/08/2023 03:58:54,สำเร็จ,
1559,numberone,number one,02/08/2023 03:58:51,สำเร็จ,
1560,numberone,number one,02/08/2023 03:58:49,สำเร็จ,
1561,numberone,number one,02/08/2023 03:58:41,สำเร็จ,Portal สปส.
1562,numberone,number one,02/08/2023 03:58:08,สำเร็จ,
1563,numberone,number one,02/08/2023 03:58:07,สำเร็จ,
1564,numberone,number one,02/08/2023 03:57:40,สำเร็จ,
1565,numberone,number one,02/08/2023 03:57:36,สำเร็จ,
1566,numberone,number one,02/08/2023 03:57:30,สำเร็จ,
1567,numberone,number one,02/08/2023 03:56:50,สำเร็จ,
1568,numberone,number one,02/08/2023 03:55:28,สำเร็จ,
1569,numberone,number one,02/08/2023 03:55:23,สำเร็จ,
1570,numberone,number one,02/08/2023 03:55:21,สำเร็จ,
1571,numberone,number one,02/08/2023 03:55:20,สำเร็จ,
1572,numberone,number one,02/08/2023 03:55:19,สำเร็จ,
1573,numberone,number one,02/08/2023 03:55:15,สำเร็จ,
1574,numberone,number one,02/08/2023 03:55:00,สำเร็จ,
1575,numberone,number one,02/08/2023 03:54:55,สำเร็จ,
1576,numberone,number one,02/08/2023 03:54:52,สำเร็จ,
1577,numberone,number one,02/08/2023 03:54:46,สำเร็จ,Portal สปส.
1578,numberone,number one,02/08/2023 03:54:29,สำเร็จ,
1579,numberone,number one,02/08/2023 03:54:18,สำเร็จ,
1580,numberone,number one,02/08/2023 03:54:10,สำเร็จ,
1581,numberone,number one,02/08/2023 03:54:06,สำเร็จ,
1582,numberone,number one,02/08/2023 03:54:06,สำเร็จ,
1583,numberone,number one,02/08/2023 03:54:03,สำเร็จ,
1584,numberone,number one,02/08/2023 03:54:00,สำเร็จ,
1585,numberone,number one,02/08/2023 03:53:53,สำเร็จ,
1586,numberone,number one,02/08/2023 03:53:45,สำเร็จ,
1587,numberone,number one,02/08/2023 03:52:53,สำเร็จ,
1588,numberone,number one,02/08/2023 03:52:51,สำเร็จ,
1589,numberone,number one,02/08/2023 03:52:49,สำเร็จ,
1590,numberone,number one,02/08/2023 03:52:25,สำเร็จ,
1591,numberone,number one,02/08/2023 03:51:39,สำเร็จ,
1592,numberone,number one,02/08/2023 03:46:54,สำเร็จ,
1593,ggwp,man asdf1223,02/08/2023 03:42:37,สำเร็จ,Portal รพ.
1594,numberone,number one,02/08/2023 03:41:21,สำเร็จ,
1595,numberone,number one,02/08/2023 03:41:15,สำเร็จ,
1596,numberone,number one,02/08/2023 03:41:12,สำเร็จ,
1597,numberone,number one,02/08/2023 03:41:11,สำเร็จ,
1598,numberone,number one,02/08/2023 03:39:00,สำเร็จ,
1599,numberone,number one,02/08/2023 03:38:52,สำเร็จ,
1600,numberone,number one,02/08/2023 03:38:51,สำเร็จ,
1601,numberone,number one,02/08/2023 03:38:51,สำเร็จ,
1602,ggwp,man asdf1223,02/08/2023 03:37:47,สำเร็จ,
1603,ggwp,man asdf1223,02/08/2023 03:37:29,สำเร็จ,
1604,ggwp,man asdf1223,02/08/2023 03:36:46,สำเร็จ,
1605,ggwp,man asdf1223,02/08/2023 03:36:39,สำเร็จ,
1606,ggwp,man asdf1223,02/08/2023 03:36:29,สำเร็จ,
1607,ggwp,man asdf1223,02/08/2023 03:36:27,สำเร็จ,
1608,numberone,number one,02/08/2023 03:36:09,สำเร็จ,
1609,numberone,number one,02/08/2023 03:36:08,สำเร็จ,
1610,ggwp,man asdf1223,02/08/2023 03:36:07,สำเร็จ,Portal รพ.
1611,numberone,number one,02/08/2023 03:36:01,สำเร็จ,Portal สปส.
1612,ggwp,man asdf1223,02/08/2023 03:35:10,สำเร็จ,Portal รพ.
1613,numberone,number one,02/08/2023 03:34:18,สำเร็จ,
1614,numberone,number one,02/08/2023 03:34:17,สำเร็จ,
1615,numberone,number one,02/08/2023 03:34:14,สำเร็จ,
1616,numberone,number one,02/08/2023 03:34:13,สำเร็จ,
1617,numberone,number one,02/08/2023 03:34:10,สำเร็จ,
1618,numberone,number one,02/08/2023 03:34:10,สำเร็จ,
1619,numberone,number one,02/08/2023 03:34:02,สำเร็จ,
1620,numberone,number one,02/08/2023 03:33:59,สำเร็จ,
1621,numberone,number one,02/08/2023 03:33:51,สำเร็จ,
1622,numberone,number one,02/08/2023 03:32:58,สำเร็จ,
1623,numberone,number one,02/08/2023 03:32:37,สำเร็จ,Portal สปส.
1624,ggwp,man asdf1223,02/08/2023 03:32:15,สำเร็จ,Portal รพ.
1625,numberone,number one,02/08/2023 03:31:34,สำเร็จ,
1626,numberone,number one,02/08/2023 03:31:32,สำเร็จ,
1627,numberone,number one,02/08/2023 03:31:25,สำเร็จ,Portal สปส.
1628,numberone,number one,02/08/2023 03:31:13,สำเร็จ,
1629,numberone,number one,02/08/2023 03:31:10,สำเร็จ,
1630,numberone,number one,02/08/2023 03:31:08,สำเร็จ,
1631,numberone,number one,02/08/2023 03:31:03,สำเร็จ,
1632,numberone,number one,02/08/2023 03:31:01,สำเร็จ,
1633,numberone,number one,02/08/2023 03:30:58,สำเร็จ,
1634,numberone,number one,02/08/2023 03:30:54,สำเร็จ,
1635,numberone,number one,02/08/2023 03:30:46,สำเร็จ,
1636,numberone,number one,02/08/2023 03:30:43,สำเร็จ,
1637,numberone,number one,02/08/2023 03:30:43,สำเร็จ,
1638,numberone,number one,02/08/2023 03:30:39,สำเร็จ,
1639,numberone,number one,02/08/2023 03:30:39,สำเร็จ,
1640,numberone,number one,02/08/2023 03:30:35,สำเร็จ,
1641,numberone,number one,02/08/2023 03:30:35,สำเร็จ,
1642,numberone,number one,02/08/2023 03:30:32,สำเร็จ,
1643,numberone,number one,02/08/2023 03:30:27,สำเร็จ,
1644,numberone,number one,02/08/2023 03:30:25,สำเร็จ,
1645,ggwp,man asdf1223,02/08/2023 03:30:25,สำเร็จ,Portal รพ.
1646,numberone,number one,02/08/2023 03:30:23,สำเร็จ,
1647,numberone,number one,02/08/2023 03:30:12,สำเร็จ,
1648,ggwp,man asdf1223,02/08/2023 03:30:05,สำเร็จ,
1649,numberone,number one,02/08/2023 03:30:03,สำเร็จ,
1650,numberone,number one,02/08/2023 03:30:01,สำเร็จ,
1651,ggwp,man asdf1223,02/08/2023 03:30:00,สำเร็จ,
1652,numberone,number one,02/08/2023 03:30:00,สำเร็จ,
1653,numberone,number one,02/08/2023 03:29:58,สำเร็จ,
1654,numberone,number one,02/08/2023 03:29:56,สำเร็จ,
1655,ggwp,man asdf1223,02/08/2023 03:29:55,สำเร็จ,
1656,numberone,number one,02/08/2023 03:29:51,สำเร็จ,
1657,numberone,number one,02/08/2023 03:29:49,สำเร็จ,
1658,numberone,number one,02/08/2023 03:29:48,สำเร็จ,
1659,ggwp,man asdf1223,02/08/2023 03:29:46,สำเร็จ,
1660,numberone,number one,02/08/2023 03:29:40,สำเร็จ,
1661,numberone,number one,02/08/2023 03:29:35,สำเร็จ,
1662,numberone,number one,02/08/2023 03:29:30,สำเร็จ,
1663,numberone,number one,02/08/2023 03:29:27,สำเร็จ,
1664,numberone,number one,02/08/2023 03:29:25,สำเร็จ,
1665,numberone,number one,02/08/2023 03:29:22,สำเร็จ,
1666,numberone,number one,02/08/2023 03:29:18,สำเร็จ,
1667,numberone,number one,02/08/2023 03:29:06,สำเร็จ,
1668,numberone,number one,02/08/2023 03:28:39,สำเร็จ,
1669,numberone,number one,02/08/2023 03:28:38,สำเร็จ,
1670,numberone,number one,02/08/2023 03:28:35,สำเร็จ,
1671,numberone,number one,02/08/2023 03:28:32,สำเร็จ,
1672,numberone,number one,02/08/2023 03:28:19,สำเร็จ,
1673,numberone,number one,02/08/2023 03:28:17,สำเร็จ,
1674,numberone,number one,02/08/2023 03:28:06,สำเร็จ,
1675,ggwp,man asdf1223,02/08/2023 03:28:04,สำเร็จ,Portal รพ.
1676,numberone,number one,02/08/2023 03:27:53,สำเร็จ,
1677,numberone,number one,02/08/2023 03:27:44,สำเร็จ,
1678,numberone,number one,02/08/2023 03:27:41,สำเร็จ,
1679,numberone,number one,02/08/2023 03:27:39,สำเร็จ,
1680,numberone,number one,02/08/2023 03:27:39,สำเร็จ,
1681,numberone,number one,02/08/2023 03:27:36,สำเร็จ,
1682,numberone,number one,02/08/2023 03:27:31,สำเร็จ,
1683,numberone,number one,02/08/2023 03:27:27,สำเร็จ,
1684,numberone,number one,02/08/2023 03:27:25,สำเร็จ,
1685,numberone,number one,02/08/2023 03:27:22,สำเร็จ,
1686,numberone,number one,02/08/2023 03:27:18,สำเร็จ,
1687,numberone,number one,02/08/2023 03:27:14,สำเร็จ,
1688,numberone,number one,02/08/2023 03:27:10,สำเร็จ,
1689,numberone,number one,02/08/2023 03:27:02,สำเร็จ,
1690,numberone,number one,02/08/2023 03:26:59,สำเร็จ,
1691,numberone,number one,02/08/2023 03:26:56,สำเร็จ,
1692,numberone,number one,02/08/2023 03:26:55,สำเร็จ,
1693,numberone,number one,02/08/2023 03:26:53,สำเร็จ,
1694,numberone,number one,02/08/2023 03:26:51,สำเร็จ,
1695,numberone,number one,02/08/2023 03:26:48,สำเร็จ,
1696,numberone,number one,02/08/2023 03:26:45,สำเร็จ,
1697,numberone,number one,02/08/2023 03:26:44,สำเร็จ,
1698,numberone,number one,02/08/2023 03:26:42,สำเร็จ,Portal สปส.
1699,numberone,number one,02/08/2023 03:26:25,สำเร็จ,
1700,numberone,number one,02/08/2023 03:26:23,สำเร็จ,
1701,ggwp,man asdf1223,02/08/2023 03:26:16,สำเร็จ,
1702,ggwp,man asdf1223,02/08/2023 03:26:15,สำเร็จ,
1703,ggwp,man asdf1223,02/08/2023 03:26:14,สำเร็จ,
1704,ggwp,man asdf1223,02/08/2023 03:26:13,สำเร็จ,
1705,ggwp,man asdf1223,02/08/2023 03:26:11,สำเร็จ,
1706,ggwp,man asdf1223,02/08/2023 03:26:10,สำเร็จ,
1707,ggwp,man asdf1223,02/08/2023 03:26:09,สำเร็จ,
1708,ggwp,man asdf1223,02/08/2023 03:26:07,สำเร็จ,
1709,ggwp,man asdf1223,02/08/2023 03:26:05,สำเร็จ,
1710,ggwp,man asdf1223,02/08/2023 03:26:05,สำเร็จ,
1711,ggwp,man asdf1223,02/08/2023 03:26:00,สำเร็จ,Portal รพ.
1712,ggwp,man asdf1223,02/08/2023 03:25:33,สำเร็จ,Portal รพ.
1713,numberone,number one,02/08/2023 03:24:36,สำเร็จ,
1714,numberone,number one,02/08/2023 03:24:33,สำเร็จ,
1715,numberone,number one,02/08/2023 03:24:32,สำเร็จ,
1716,numberone,number one,02/08/2023 03:24:31,สำเร็จ,
1717,numberone,number one,02/08/2023 03:24:28,สำเร็จ,
1718,numberone,number one,02/08/2023 03:24:21,สำเร็จ,
1719,ggwp,man asdf1223,02/08/2023 03:24:12,สำเร็จ,
1720,ggwp,man asdf1223,02/08/2023 03:24:12,สำเร็จ,
1721,ggwp,man asdf1223,02/08/2023 03:24:10,สำเร็จ,
1722,ggwp,man asdf1223,02/08/2023 03:24:09,สำเร็จ,
1723,ggwp,man asdf1223,02/08/2023 03:24:08,สำเร็จ,
1724,ggwp,man asdf1223,02/08/2023 03:24:07,สำเร็จ,
1725,ggwp,man asdf1223,02/08/2023 03:24:06,สำเร็จ,
1726,ggwp,man asdf1223,02/08/2023 03:24:04,สำเร็จ,
1727,ggwp,man asdf1223,02/08/2023 03:24:03,สำเร็จ,
1728,ggwp,man asdf1223,02/08/2023 03:24:02,สำเร็จ,
1729,ggwp,man asdf1223,02/08/2023 03:24:01,สำเร็จ,
1730,ggwp,man asdf1223,02/08/2023 03:23:59,สำเร็จ,
1731,ggwp,man asdf1223,02/08/2023 03:23:53,สำเร็จ,
1732,numberone,number one,02/08/2023 03:23:43,สำเร็จ,
1733,numberone,number one,02/08/2023 03:23:32,สำเร็จ,
1734,numberone,number one,02/08/2023 03:23:21,สำเร็จ,
1735,numberone,number one,02/08/2023 03:23:19,สำเร็จ,
1736,numberone,number one,02/08/2023 03:23:16,สำเร็จ,
1737,numberone,number one,02/08/2023 03:22:55,สำเร็จ,
1738,numberone,number one,02/08/2023 03:22:52,สำเร็จ,
1739,numberone,number one,02/08/2023 03:22:50,สำเร็จ,
1740,numberone,number one,02/08/2023 03:22:49,สำเร็จ,
1741,numberone,number one,02/08/2023 03:22:45,สำเร็จ,
1742,numberone,number one,02/08/2023 03:22:43,สำเร็จ,
1743,numberone,number one,02/08/2023 03:22:39,สำเร็จ,
1744,ggwp,man asdf1223,02/08/2023 03:21:56,สำเร็จ,Portal รพ.
1745,numberone,number one,02/08/2023 03:20:56,สำเร็จ,Portal สปส.
1746,ggwp,man asdf1223,02/08/2023 03:17:05,สำเร็จ,Portal รพ.
1747,numberone,number one,02/08/2023 03:16:26,สำเร็จ,
1748,ggwp,man asdf1223,02/08/2023 03:15:44,สำเร็จ,Portal รพ.
1749,numberone,number one,02/08/2023 03:15:34,สำเร็จ,
1750,numberone,number one,02/08/2023 03:15:32,สำเร็จ,
1751,numberone,number one,02/08/2023 03:15:29,สำเร็จ,
1752,numberone,number one,02/08/2023 03:15:28,สำเร็จ,
1753,numberone,number one,02/08/2023 03:15:05,สำเร็จ,
1754,numberone,number one,02/08/2023 03:15:04,สำเร็จ,
1755,numberone,number one,02/08/2023 03:15:02,สำเร็จ,
1756,numberone,number one,02/08/2023 03:14:57,สำเร็จ,
1757,numberone,number one,02/08/2023 03:14:56,สำเร็จ,
1758,numberone,number one,02/08/2023 03:14:51,สำเร็จ,
1759,numberone,number one,02/08/2023 03:14:46,สำเร็จ,
1760,ggwp,man asdf1223,02/08/2023 03:08:51,สำเร็จ,Portal รพ.
1761,numberone,number one,02/08/2023 03:08:42,สำเร็จ,
1762,numberone,number one,02/08/2023 03:08:30,สำเร็จ,
1763,numberone,number one,02/08/2023 03:08:28,สำเร็จ,
1764,numberone,number one,02/08/2023 03:08:22,สำเร็จ,
1765,numberone,number one,02/08/2023 03:07:08,สำเร็จ,
1766,ggwp,man asdf1223,02/08/2023 03:06:36,สำเร็จ,Portal รพ.
1767,numberone,number one,02/08/2023 03:06:24,สำเร็จ,Portal สปส.
1768,numberone,number one,02/08/2023 03:05:45,สำเร็จ,
1769,ggwp,man asdf1223,02/08/2023 03:05:00,สำเร็จ,Portal รพ.
1770,numberone,number one,02/08/2023 03:04:55,สำเร็จ,
1771,numberone,number one,02/08/2023 03:04:54,สำเร็จ,
1772,numberone,number one,02/08/2023 03:04:38,สำเร็จ,
1773,numberone,number one,02/08/2023 03:04:15,สำเร็จ,
1774,numberone,number one,02/08/2023 03:04:13,สำเร็จ,
1775,numberone,number one,02/08/2023 03:03:52,สำเร็จ,
1776,numberone,number one,02/08/2023 03:03:29,สำเร็จ,
1777,numberone,number one,02/08/2023 03:03:19,สำเร็จ,
1778,numberone,number one,02/08/2023 03:02:09,สำเร็จ,
1779,numberone,number one,02/08/2023 03:02:03,สำเร็จ,
1780,ggwp,man asdf1223,02/08/2023 03:01:55,สำเร็จ,Portal รพ.
1781,numberone,number one,02/08/2023 03:01:54,สำเร็จ,
1782,numberone,number one,02/08/2023 03:01:41,สำเร็จ,
1783,numberone,number one,02/08/2023 03:01:39,สำเร็จ,
1784,numberone,number one,02/08/2023 03:01:35,สำเร็จ,
1785,numberone,number one,02/08/2023 03:01:26,สำเร็จ,
1786,numberone,number one,02/08/2023 02:59:35,สำเร็จ,
1787,numberone,number one,02/08/2023 02:59:33,สำเร็จ,
1788,numberone,number one,02/08/2023 02:59:20,สำเร็จ,
1789,ggwp,man asdf1223,02/08/2023 02:58:46,สำเร็จ,Portal รพ.
1790,numberone,number one,02/08/2023 02:55:17,สำเร็จ,
1791,ggwp,man asdf1223,02/08/2023 02:54:10,สำเร็จ,Portal รพ.
1792,numberone,number one,02/08/2023 02:51:16,สำเร็จ,
1793,numberone,number one,02/08/2023 02:50:24,สำเร็จ,
1794,numberone,number one,02/08/2023 02:50:23,สำเร็จ,
1795,numberone,number one,02/08/2023 02:50:04,สำเร็จ,
1796,numberone,number one,02/08/2023 02:49:48,สำเร็จ,
1797,numberone,number one,02/08/2023 02:49:45,สำเร็จ,
1798,numberone,number one,02/08/2023 02:49:41,สำเร็จ,
1799,numberone,number one,02/08/2023 02:49:36,สำเร็จ,
1800,numberone,number one,02/08/2023 02:49:03,สำเร็จ,
1801,numberone,number one,02/08/2023 02:48:59,สำเร็จ,
1802,numberone,number one,02/08/2023 02:48:54,สำเร็จ,
1803,numberone,number one,02/08/2023 02:48:24,สำเร็จ,
1804,numberone,number one,02/08/2023 02:47:42,สำเร็จ,
1805,numberone,number one,02/08/2023 02:47:40,สำเร็จ,
1806,numberone,number one,02/08/2023 02:47:38,สำเร็จ,
1807,numberone,number one,02/08/2023 02:47:35,สำเร็จ,
1808,numberone,number one,02/08/2023 02:47:34,สำเร็จ,
1809,numberone,number one,02/08/2023 02:47:31,สำเร็จ,
1810,numberone,number one,02/08/2023 02:47:26,สำเร็จ,
1811,ggwp,man asdf1223,02/08/2023 02:46:40,สำเร็จ,Portal รพ.
1812,numberone,number one,02/08/2023 02:46:21,สำเร็จ,Portal สปส.
1813,ggwp,man asdf1223,02/08/2023 02:45:54,สำเร็จ,Portal รพ.
1814,numberone,number one,02/08/2023 02:45:31,สำเร็จ,Portal สปส.
1815,numberone,number one,02/08/2023 02:44:55,สำเร็จ,
1816,numberone,number one,02/08/2023 02:44:52,สำเร็จ,
1817,numberone,number one,02/08/2023 02:44:45,สำเร็จ,
1818,numberone,number one,02/08/2023 02:44:43,สำเร็จ,
1819,numberone,number one,02/08/2023 02:44:40,สำเร็จ,
1820,numberone,number one,02/08/2023 02:44:37,สำเร็จ,
1821,numberone,number one,02/08/2023 02:44:23,สำเร็จ,
1822,numberone,number one,02/08/2023 02:44:09,สำเร็จ,
